Дата;Магазин;Город;Товар;Категория;Количество. кг;Стоимость. руб.
15.05.2011;Деревенский;Гусь-Хрустальный;Капуста;Овощи;7.4;199.8
22.06.2011;Полтинник;Гусь-Хрустальный;Томаты;Овощи;4.8;384
28.07.2014;Копеечка;Ковров;Виноград;Фрукты;13.2;1623.6
08.05.2010;Копеечка;Ковров;Картофель;Овощи;2.7;94.5
13.04.2011;Авоська;Владимир;Томаты;Овощи;18;1440
14.01.2014;Авоська;Владимир;Капуста;Овощи;18.3;494.1
13.06.2010;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;16.3;440.1
11.11.2014;Росвкус;Владимир;Капуста;Овощи;3.3;89.1
27.04.2013;Сельпо;Ковров;Капуста;Овощи;8.8;237.6
23.09.2015;Провиант;Владимир;Капуста;Овощи;2.7;72.9
20.09.2015;Росвкус;Владимир;Капуста;Овощи;19.8;534.6
02.07.2012;Провиант;Владимир;Огурцы;Овощи;3;147
12.08.2012;Авоська;Владимир;Яблоки;Фрукты;2.2;151.8
10.04.2013;Алтын;Ковров;Огурцы;Овощи;17.6;862.4
13.12.2011;Алтын;Ковров;Картофель;Овощи;2.4;84
10.06.2014;Деревенский;Гусь-Хрустальный;Картофель;Овощи;17;595
13.11.2013;Сельпо;Ковров;Капуста;Овощи;16.6;448.2
10.06.2010;Алтын;Ковров;Огурцы;Овощи;1.2;58.8
30.11.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;19.2;1075.2
05.07.2015;Сельпо;Ковров;Картофель;Овощи;1.4;49
11.03.2011;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;10.6;1399.2
12.05.2010;Копеечка;Ковров;Огурцы;Овощи;0.5;24.5
05.10.2010;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;1.1;70.4
09.12.2014;Сельпо;Ковров;Апельсины;Фрукты;15.5;992
29.05.2014;Копеечка;Ковров;Огурцы;Овощи;9.2;450.8
18.02.2011;Росвкус;Владимир;Томаты;Овощи;6.9;552
21.04.2013;Авоська;Владимир;Огурцы;Овощи;19;931
21.05.2010;Сельпо;Ковров;Томаты;Овощи;15.3;1224
01.09.2011;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;7.6;1003.2
17.02.2011;Первый продуктовый;Гусь-Хрустальный;Капуста;Овощи;2.1;56.7
04.06.2010;Алтын;Ковров;Апельсины;Фрукты;18.1;1158.4
07.02.2012;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;7.7;531.3
12.12.2014;Провиант;Владимир;Яблоки;Фрукты;13.4;924.6
12.03.2013;Сельпо;Ковров;Груши;Фрукты;7.9;616.2
13.02.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;9.7;261.9
03.04.2013;Сельпо;Ковров;Яблоки;Фрукты;11.4;786.6
03.12.2013;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;1.5;96
24.01.2014;Копеечка;Ковров;Яблоки;Фрукты;7.4;510.6
13.07.2014;Деревенский;Гусь-Хрустальный;Груши;Фрукты;2.1;163.8
31.01.2010;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;15.8;1011.2
01.12.2014;Провиант;Владимир;Картофель;Овощи;14.8;518
01.07.2013;Росвкус;Владимир;Бананы;Фрукты;13.1;733.6
10.05.2010;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;13.2;739.2
06.01.2010;Авоська;Владимир;Баклажаны;Овощи;17.9;2362.8
08.12.2011;Деревенский;Гусь-Хрустальный;Картофель;Овощи;14.6;511
05.05.2013;Деревенский;Гусь-Хрустальный;Картофель;Овощи;16.1;563.5
08.11.2011;Провиант;Владимир;Бананы;Фрукты;14.4;806.4
10.06.2014;Росвкус;Владимир;Груши;Фрукты;5.8;452.4
01.05.2011;Копеечка;Ковров;Яблоки;Фрукты;2.3;158.7
01.07.2010;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;11.9;821.1
01.10.2015;Алтын;Ковров;Апельсины;Фрукты;18.4;1177.6
01.02.2012;Сельпо;Ковров;Томаты;Овощи;1.9;152
29.07.2013;Росвкус;Владимир;Виноград;Фрукты;5.5;676.5
02.12.2012;Провиант;Владимир;Бананы;Фрукты;10.9;610.4
14.11.2013;Росвкус;Владимир;Огурцы;Овощи;13.7;671.3
22.08.2013;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;7.9;1042.8
18.06.2011;Росвкус;Владимир;Томаты;Овощи;11.1;888
25.10.2012;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;5.9;725.7
19.12.2010;Копеечка;Ковров;Картофель;Овощи;14.1;493.5
18.07.2012;Авоська;Владимир;Апельсины;Фрукты;15.3;979.2
08.07.2011;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;18.8;1504
13.09.2014;Росвкус;Владимир;Картофель;Овощи;17.3;605.5
09.11.2013;Росвкус;Владимир;Груши;Фрукты;16.2;1263.6
26.10.2012;Авоська;Владимир;Картофель;Овощи;10;350
15.07.2014;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;9.5;655.5
18.09.2011;Росвкус;Владимир;Огурцы;Овощи;15.4;754.6
14.03.2015;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;5.4;302.4
17.03.2015;Полтинник;Гусь-Хрустальный;Капуста;Овощи;2;54
20.05.2010;Алтын;Ковров;Баклажаны;Овощи;7.1;937.2
14.09.2010;Алтын;Ковров;Баклажаны;Овощи;4.9;646.8
20.02.2012;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;6.9;441.6
12.11.2014;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;4.3;275.2
05.07.2011;Сельпо;Ковров;Баклажаны;Овощи;8.3;1095.6
07.01.2011;Провиант;Владимир;Огурцы;Овощи;10.9;534.1
22.04.2015;Авоська;Владимир;Картофель;Овощи;1.5;52.5
05.08.2012;Провиант;Владимир;Яблоки;Фрукты;18.4;1269.6
12.04.2010;Авоська;Владимир;Виноград;Фрукты;4.3;528.9
09.02.2013;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;2.3;128.8
27.02.2013;Первый продуктовый;Гусь-Хрустальный;Огурцы;Овощи;5.9;289.1
29.06.2015;Росвкус;Владимир;Апельсины;Фрукты;14.4;921.6
05.09.2010;Росвкус;Владимир;Бананы;Фрукты;8.9;498.4
15.01.2015;Росвкус;Владимир;Баклажаны;Овощи;19.8;2613.6
18.05.2010;Провиант;Владимир;Капуста;Овощи;15.5;418.5
25.04.2014;Авоська;Владимир;Картофель;Овощи;13.3;465.5
25.02.2013;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;18.5;906.5
02.03.2012;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;9.2;588.8
30.05.2011;Авоська;Владимир;Баклажаны;Овощи;17.3;2283.6
08.11.2013;Росвкус;Владимир;Бананы;Фрукты;1.2;67.2
11.01.2012;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;20;1120
04.07.2013;Провиант;Владимир;Томаты;Овощи;14.7;1176
14.07.2010;Росвкус;Владимир;Огурцы;Овощи;6.4;313.6
04.07.2014;Провиант;Владимир;Апельсины;Фрукты;16.3;1043.2
22.04.2010;Росвкус;Владимир;Огурцы;Овощи;14.5;710.5
21.03.2010;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;4.3;567.6
09.02.2013;Авоська;Владимир;Огурцы;Овощи;12.4;607.6
20.08.2012;Провиант;Владимир;Капуста;Овощи;4.4;118.8
19.09.2015;Копеечка;Ковров;Томаты;Овощи;11.2;896
06.08.2010;Алтын;Ковров;Бананы;Фрукты;17.7;991.2
17.07.2015;Авоська;Владимир;Апельсины;Фрукты;15.4;985.6
11.11.2010;Деревенский;Гусь-Хрустальный;Картофель;Овощи;8.8;308
25.03.2010;Копеечка;Ковров;Томаты;Овощи;10.1;808
21.11.2010;Сельпо;Ковров;Виноград;Фрукты;13.6;1672.8
21.03.2013;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;3.6;126
11.03.2010;Провиант;Владимир;Баклажаны;Овощи;4.5;594
27.11.2014;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;18;1152
12.06.2011;Копеечка;Ковров;Томаты;Овощи;17.8;1424
01.02.2011;Алтын;Ковров;Виноград;Фрукты;12.3;1512.9
29.12.2013;Первый продуктовый;Гусь-Хрустальный;Бананы;Фрукты;12.5;700
10.04.2013;Провиант;Владимир;Яблоки;Фрукты;14.3;986.7
19.05.2011;Деревенский;Гусь-Хрустальный;Картофель;Овощи;2.6;91
24.03.2011;Сельпо;Ковров;Огурцы;Овощи;6.6;323.4
15.03.2011;Копеечка;Ковров;Капуста;Овощи;5.4;145.8
28.11.2013;Авоська;Владимир;Яблоки;Фрукты;4.7;324.3
04.01.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;18.9;510.3
09.12.2013;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;6.6;871.2
16.08.2014;Провиант;Владимир;Виноград;Фрукты;7.7;947.1
11.08.2010;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;16.2;907.2
16.01.2010;Росвкус;Владимир;Виноград;Фрукты;13.2;1623.6
17.12.2013;Сельпо;Ковров;Капуста;Овощи;20;540
02.03.2015;Копеечка;Ковров;Апельсины;Фрукты;4.7;300.8
28.12.2010;Сельпо;Ковров;Груши;Фрукты;7.7;600.6
13.07.2011;Росвкус;Владимир;Баклажаны;Овощи;4.8;633.6
06.03.2010;Копеечка;Ковров;Виноград;Фрукты;5.9;725.7
22.03.2012;Алтын;Ковров;Томаты;Овощи;9.7;776
10.06.2015;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;18.2;2402.4
26.01.2013;Копеечка;Ковров;Томаты;Овощи;4.4;352
23.01.2014;Алтын;Ковров;Капуста;Овощи;9.9;267.3
23.01.2010;Авоська;Владимир;Картофель;Овощи;15.1;528.5
22.01.2013;Росвкус;Владимир;Апельсины;Фрукты;19.5;1248
07.09.2013;Копеечка;Ковров;Бананы;Фрукты;17.5;980
26.08.2012;Сельпо;Ковров;Картофель;Овощи;16.2;567
05.08.2010;Авоська;Владимир;Апельсины;Фрукты;2;128
20.07.2010;Росвкус;Владимир;Виноград;Фрукты;15.4;1894.2
13.04.2011;Сельпо;Ковров;Апельсины;Фрукты;12.5;800
27.08.2010;Провиант;Владимир;Бананы;Фрукты;2.5;140
27.07.2012;Алтын;Ковров;Груши;Фрукты;12.6;982.8
14.11.2010;Росвкус;Владимир;Груши;Фрукты;19.5;1521
11.10.2012;Авоська;Владимир;Бананы;Фрукты;14.3;800.8
08.10.2012;Копеечка;Ковров;Бананы;Фрукты;3.5;196
09.10.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;4.3;150.5
04.04.2014;Сельпо;Ковров;Капуста;Овощи;8.1;218.7
16.03.2012;Авоська;Владимир;Томаты;Овощи;6;480
13.11.2012;Росвкус;Владимир;Огурцы;Овощи;4.8;235.2
14.09.2012;Провиант;Владимир;Огурцы;Овощи;10.6;519.4
19.05.2015;Росвкус;Владимир;Виноград;Фрукты;3.6;442.8
08.04.2014;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;15.6;1918.8
06.05.2015;Провиант;Владимир;Баклажаны;Овощи;9;1188
06.09.2011;Деревенский;Гусь-Хрустальный;Томаты;Овощи;14.1;1128
08.02.2010;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;13.6;761.6
16.05.2011;Росвкус;Владимир;Огурцы;Овощи;14.9;730.1
06.08.2015;Деревенский;Гусь-Хрустальный;Томаты;Овощи;3.5;280
31.12.2012;Алтын;Ковров;Яблоки;Фрукты;8.3;572.7
28.03.2015;Копеечка;Ковров;Груши;Фрукты;16.3;1271.4
22.03.2010;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;15.7;879.2
20.02.2014;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;0.5;34.5
05.06.2013;Авоська;Владимир;Виноград;Фрукты;14.4;1771.2
15.10.2014;Алтын;Ковров;Виноград;Фрукты;11.4;1402.2
02.02.2015;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;7.9;545.1
03.03.2014;Провиант;Владимир;Виноград;Фрукты;19.4;2386.2
16.04.2013;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;10;780
03.09.2010;Сельпо;Ковров;Апельсины;Фрукты;7.7;492.8
14.08.2011;Алтын;Ковров;Груши;Фрукты;20;1560
26.07.2010;Провиант;Владимир;Груши;Фрукты;7.8;608.4
30.08.2011;Провиант;Владимир;Бананы;Фрукты;19.9;1114.4
04.04.2011;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;9.8;548.8
06.11.2010;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;18.3;896.7
15.01.2014;Сельпо;Ковров;Огурцы;Овощи;10.7;524.3
04.10.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;0.8;21.6
02.09.2010;Росвкус;Владимир;Яблоки;Фрукты;12;828
13.12.2013;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;15.7;1931.1
03.01.2011;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;7.2;950.4
09.06.2012;Провиант;Владимир;Бананы;Фрукты;2.9;162.4
20.10.2013;Сельпо;Ковров;Картофель;Овощи;4.4;154
09.12.2011;Алтын;Ковров;Груши;Фрукты;3.3;257.4
20.02.2013;Росвкус;Владимир;Картофель;Овощи;14.5;507.5
27.10.2013;Авоська;Владимир;Бананы;Фрукты;4.9;274.4
31.10.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;17;595
03.04.2010;Деревенский;Гусь-Хрустальный;Томаты;Овощи;11.5;920
03.03.2015;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;13.4;857.6
03.10.2010;Полтинник;Гусь-Хрустальный;Груши;Фрукты;6.7;522.6
18.04.2013;Росвкус;Владимир;Апельсины;Фрукты;6.3;403.2
01.06.2012;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;18.4;901.6
08.08.2015;Алтын;Ковров;Бананы;Фрукты;14.6;817.6
21.07.2013;Полтинник;Гусь-Хрустальный;Капуста;Овощи;7.2;194.4
05.09.2010;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;11.2;548.8
31.03.2015;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;5.4;372.6
13.09.2011;Росвкус;Владимир;Огурцы;Овощи;1.2;58.8
22.03.2010;Авоська;Владимир;Апельсины;Фрукты;7.9;505.6
25.08.2011;Провиант;Владимир;Капуста;Овощи;6.4;172.8
17.07.2010;Копеечка;Ковров;Томаты;Овощи;13.2;1056
04.04.2010;Росвкус;Владимир;Груши;Фрукты;6;468
16.12.2011;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;8.3;531.2
03.03.2011;Копеечка;Ковров;Огурцы;Овощи;14.2;695.8
18.05.2013;Сельпо;Ковров;Яблоки;Фрукты;11.6;800.4
14.02.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;3.8;102.6
29.06.2010;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;18.7;2300.1
25.10.2012;Сельпо;Ковров;Огурцы;Овощи;13.4;656.6
25.03.2010;Копеечка;Ковров;Баклажаны;Овощи;2.6;343.2
19.08.2011;Сельпо;Ковров;Томаты;Овощи;2.1;168
25.03.2013;Полтинник;Гусь-Хрустальный;Огурцы;Овощи;19.8;970.2
08.02.2010;Алтын;Ковров;Картофель;Овощи;7.1;248.5
23.07.2014;Полтинник;Гусь-Хрустальный;Груши;Фрукты;18.3;1427.4
29.12.2013;Росвкус;Владимир;Капуста;Овощи;3.7;99.9
10.06.2011;Полтинник;Гусь-Хрустальный;Груши;Фрукты;16.4;1279.2
17.01.2012;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;19;1311
07.08.2010;Росвкус;Владимир;Яблоки;Фрукты;11.1;765.9
25.06.2012;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;19.6;2587.2
05.10.2011;Алтын;Ковров;Томаты;Овощи;9.1;728
01.06.2014;Полтинник;Гусь-Хрустальный;Яблоки;Фрукты;11.2;772.8
14.10.2014;Авоська;Владимир;Огурцы;Овощи;5.9;289.1
08.01.2010;Сельпо;Ковров;Груши;Фрукты;6.7;522.6
26.02.2010;Авоська;Владимир;Томаты;Овощи;10.7;856
13.12.2014;Алтын;Ковров;Яблоки;Фрукты;16.1;1110.9
01.02.2010;Росвкус;Владимир;Бананы;Фрукты;18.5;1036
14.06.2013;Авоська;Владимир;Капуста;Овощи;0.5;13.5
30.07.2010;Росвкус;Владимир;Груши;Фрукты;13.9;1084.2
19.02.2011;Авоська;Владимир;Апельсины;Фрукты;17.7;1132.8
15.08.2013;Провиант;Владимир;Бананы;Фрукты;1.3;72.8
01.11.2014;Сельпо;Ковров;Яблоки;Фрукты;11.4;786.6
21.02.2015;Алтын;Ковров;Яблоки;Фрукты;15.6;1076.4
31.08.2015;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;6.5;799.5
26.02.2014;Сельпо;Ковров;Баклажаны;Овощи;13.1;1729.2
01.04.2014;Авоська;Владимир;Огурцы;Овощи;17;833
15.05.2013;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;0.6;38.4
06.10.2010;Провиант;Владимир;Апельсины;Фрукты;7.6;486.4
16.02.2013;Росвкус;Владимир;Виноград;Фрукты;4.4;541.2
13.11.2013;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;8.8;431.2
07.02.2012;Росвкус;Владимир;Картофель;Овощи;15;525
29.07.2010;Копеечка;Ковров;Огурцы;Овощи;4;196
11.10.2012;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;3.6;442.8
04.04.2012;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;7.6;1003.2
13.08.2015;Сельпо;Ковров;Огурцы;Овощи;12.1;592.9
17.12.2011;Копеечка;Ковров;Апельсины;Фрукты;13.1;838.4
03.01.2015;Первый продуктовый;Гусь-Хрустальный;Апельсины;Фрукты;3.1;198.4
17.01.2015;Провиант;Владимир;Огурцы;Овощи;8.7;426.3
18.03.2010;Полтинник;Гусь-Хрустальный;Томаты;Овощи;13.2;1056
02.07.2011;Росвкус;Владимир;Баклажаны;Овощи;16.1;2125.2
01.05.2013;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;4.7;376
22.06.2014;Алтын;Ковров;Груши;Фрукты;2.6;202.8
12.05.2011;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;13.9;1084.2
09.02.2015;Провиант;Владимир;Баклажаны;Овощи;10.8;1425.6
13.08.2013;Росвкус;Владимир;Капуста;Овощи;11.4;307.8
09.04.2014;Авоська;Владимир;Огурцы;Овощи;15.1;739.9
23.10.2013;Росвкус;Владимир;Груши;Фрукты;16.4;1279.2
01.12.2011;Алтын;Ковров;Капуста;Овощи;0.9;24.3
07.01.2015;Копеечка;Ковров;Яблоки;Фрукты;15.7;1083.3
07.03.2010;Деревенский;Гусь-Хрустальный;Яблоки;Фрукты;16.7;1152.3
05.01.2011;Росвкус;Владимир;Томаты;Овощи;7.5;600
16.07.2014;Деревенский;Гусь-Хрустальный;Груши;Фрукты;4.3;335.4
23.05.2011;Деревенский;Гусь-Хрустальный;Картофель;Овощи;18.6;651
18.06.2013;Провиант;Владимир;Виноград;Фрукты;6.7;824.1
09.07.2012;Сельпо;Ковров;Капуста;Овощи;15.2;410.4
06.04.2014;Авоська;Владимир;Огурцы;Овощи;6.2;303.8
23.10.2012;Деревенский;Гусь-Хрустальный;Баклажаны;Овощи;18.5;2442
29.04.2012;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;6.5;448.5
03.01.2015;Копеечка;Ковров;Картофель;Овощи;7.3;255.5
27.11.2013;Провиант;Владимир;Груши;Фрукты;19;1482
18.09.2012;Алтын;Ковров;Яблоки;Фрукты;14.6;1007.4
20.09.2015;Провиант;Владимир;Капуста;Овощи;15.5;418.5
18.10.2012;Росвкус;Владимир;Баклажаны;Овощи;1.8;237.6
18.11.2013;Сельпо;Ковров;Огурцы;Овощи;2.8;137.2
20.08.2011;Первый продуктовый;Гусь-Хрустальный;Баклажаны;Овощи;6.9;910.8
14.01.2013;Сельпо;Ковров;Огурцы;Овощи;6.5;318.5
21.06.2010;Провиант;Владимир;Груши;Фрукты;11.9;928.2
12.02.2013;Деревенский;Гусь-Хрустальный;Капуста;Овощи;5.2;140.4
05.03.2014;Алтын;Ковров;Капуста;Овощи;12.1;326.7
05.05.2013;Сельпо;Ковров;Апельсины;Фрукты;3.6;230.4
22.09.2014;Копеечка;Ковров;Огурцы;Овощи;10.3;504.7
27.06.2010;Алтын;Ковров;Капуста;Овощи;6.2;167.4
20.10.2014;Росвкус;Владимир;Яблоки;Фрукты;17.4;1200.6
17.05.2012;Деревенский;Гусь-Хрустальный;Груши;Фрукты;15.2;1185.6
11.09.2014;Деревенский;Гусь-Хрустальный;Томаты;Овощи;10.1;808
07.05.2012;Алтын;Ковров;Картофель;Овощи;0.9;31.5
03.02.2014;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;2.1;117.6
12.08.2015;Копеечка;Ковров;Яблоки;Фрукты;15.7;1083.3
11.06.2013;Провиант;Владимир;Апельсины;Фрукты;9.3;595.2
27.09.2010;Сельпо;Ковров;Томаты;Овощи;12.3;984
28.09.2011;Копеечка;Ковров;Капуста;Овощи;13.8;372.6
02.04.2010;Росвкус;Владимир;Капуста;Овощи;1.1;29.7
14.02.2011;Полтинник;Гусь-Хрустальный;Картофель;Овощи;15.6;546
19.09.2015;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;6.5;448.5
22.08.2011;Сельпо;Ковров;Баклажаны;Овощи;6.8;897.6
19.09.2013;Авоська;Владимир;Яблоки;Фрукты;9.8;676.2
26.12.2010;Первый продуктовый;Гусь-Хрустальный;Картофель;Овощи;15.2;532
21.06.2011;Сельпо;Ковров;Груши;Фрукты;11.7;912.6
14.12.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;18.5;2275.5
21.11.2014;Росвкус;Владимир;Бананы;Фрукты;9.3;520.8
31.12.2013;Деревенский;Гусь-Хрустальный;Груши;Фрукты;9.2;717.6
07.06.2011;Росвкус;Владимир;Бананы;Фрукты;9.6;537.6
11.11.2012;Алтын;Ковров;Виноград;Фрукты;2;246
01.03.2011;Алтын;Ковров;Яблоки;Фрукты;1.4;96.6
01.09.2011;Росвкус;Владимир;Огурцы;Овощи;6.4;313.6
22.08.2013;Деревенский;Гусь-Хрустальный;Груши;Фрукты;17.1;1333.8
19.01.2012;Полтинник;Гусь-Хрустальный;Капуста;Овощи;0.9;24.3
23.04.2015;Копеечка;Ковров;Апельсины;Фрукты;6.5;416
18.02.2012;Авоська;Владимир;Виноград;Фрукты;3.6;442.8
03.01.2013;Провиант;Владимир;Виноград;Фрукты;11.9;1463.7
01.01.2014;Полтинник;Гусь-Хрустальный;Баклажаны;Овощи;9.6;1267.2
28.05.2015;Росвкус;Владимир;Капуста;Овощи;3.8;102.6
25.10.2013;Деревенский;Гусь-Хрустальный;Груши;Фрукты;9.7;756.6
14.01.2010;Копеечка;Ковров;Картофель;Овощи;14.5;507.5
31.12.2011;Росвкус;Владимир;Бананы;Фрукты;4;224
09.07.2010;Полтинник;Гусь-Хрустальный;Томаты;Овощи;16.5;1320
19.09.2012;Авоська;Владимир;Картофель;Овощи;3;105
27.01.2010;Провиант;Владимир;Томаты;Овощи;5.4;432
09.05.2010;Копеечка;Ковров;Томаты;Овощи;8.4;672
02.01.2013;Провиант;Владимир;Апельсины;Фрукты;16.6;1062.4
13.04.2011;Сельпо;Ковров;Груши;Фрукты;13.5;1053
12.06.2011;Копеечка;Ковров;Бананы;Фрукты;2.5;140
24.08.2011;Деревенский;Гусь-Хрустальный;Виноград;Фрукты;4;492
22.11.2014;Деревенский;Гусь-Хрустальный;Огурцы;Овощи;19.2;940.8
17.01.2014;Сельпо;Ковров;Виноград;Фрукты;2.9;356.7
27.03.2013;Алтын;Ковров;Капуста;Овощи;4.8;129.6
21.09.2010;Росвкус;Владимир;Бананы;Фрукты;15.9;890.4
15.07.2010;Авоська;Владимир;Огурцы;Овощи;1.8;88.2
21.06.2012;Полтинник;Гусь-Хрустальный;Виноград;Фрукты;15.4;1894.2
14.06.2015;Копеечка;Ковров;Баклажаны;Овощи;14.5;1914
17.05.2013;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;1.7;136
03.10.2011;Первый продуктовый;Гусь-Хрустальный;Виноград;Фрукты;11.7;1439.1
25.02.2015;Полтинник;Гусь-Хрустальный;Бананы;Фрукты;0.8;44.8
22.05.2012;Алтын;Ковров;Томаты;Овощи;15.5;1240
06.12.2013;Полтинник;Гусь-Хрустальный;Апельсины;Фрукты;10.9;697.6
01.12.2013;Алтын;Ковров;Виноград;Фрукты;10.2;1254.6
10.07.2014;Алтын;Ковров;Виноград;Фрукты;17.5;2152.5
29.01.2012;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;18.9;1058.4
26.09.2015;Деревенский;Гусь-Хрустальный;Апельсины;Фрукты;7.8;499.2
10.12.2014;Авоська;Владимир;Томаты;Овощи;2.2;176
18.12.2010;Провиант;Владимир;Апельсины;Фрукты;9.9;633.6
22.04.2012;Копеечка;Ковров;Яблоки;Фрукты;10.6;731.4
05.06.2013;Копеечка;Ковров;Бананы;Фрукты;6.8;380.8
25.05.2010;Сельпо;Ковров;Бананы;Фрукты;2.3;128.8
24.03.2011;Первый продуктовый;Гусь-Хрустальный;Груши;Фрукты;4.3;335.4
10.04.2010;Провиант;Владимир;Груши;Фрукты;11.9;928.2
11.09.2015;Провиант;Владимир;Огурцы;Овощи;16.9;828.1
17.07.2011;Сельпо;Ковров;Баклажаны;Овощи;2;264
20.01.2010;Первый продуктовый;Гусь-Хрустальный;Томаты;Овощи;2.7;216
17.11.2012;Деревенский;Гусь-Хрустальный;Бананы;Фрукты;11.6;649.6
14.08.2010;Сельпо;Ковров;Огурцы;Овощи;15.8;774.2
21.06.2011;Деревенский;Гусь-Хрустальный;Томаты;Овощи;11.3;904
19.09.2012;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;17.1;1179.9
13.05.2011;Росвкус;Владимир;Виноград;Фрукты;8.6;1057.8
29.12.2013;Деревенский;Гусь-Хрустальный;Картофель;Овощи;1.1;38.5
29.09.2015;Росвкус;Владимир;Картофель;Овощи;3.7;129.5
08.01.2015;Копеечка;Ковров;Капуста;Овощи;9;243
10.06.2010;Провиант;Владимир;Яблоки;Фрукты;12;828
07.01.2011;Авоська;Владимир;Баклажаны;Овощи;0.8;105.6
19.02.2013;Сельпо;Ковров;Картофель;Овощи;8.5;297.5
06.01.2012;Алтын;Ковров;Картофель;Овощи;19.3;675.5
04.07.2013;Полтинник;Гусь-Хрустальный;Томаты;Овощи;1.8;144
14.12.2013;Первый продуктовый;Гусь-Хрустальный;Яблоки;Фрукты;18.9;1304.1
19.05.2010;Сельпо;Ковров;Картофель;Овощи;4.2;147
22.09.2010;Сельпо;Ковров;Огурцы;Овощи;16.5;808.5
27.01.2011;Сельпо;Ковров;Виноград;Фрукты;2.9;356.7
10.03.2012;Деревенский;Гусь-Хрустальный;Капуста;Овощи;14.3;386.1
12.11.2013;Сельпо;Ковров;Яблоки;Фрукты;15.6;1076.4
05.01.2014;Деревенский;Гусь-Хрустальный;Томаты;Овощи;1;80
30.09.2013;Росвкус;Владимир;Бананы;Фрукты;8.1;453.6
21.06.2010;Росвкус;Владимир;Огурцы;Овощи;5.9;289.1
08.02.2014;Авоська;Владимир;Баклажаны;Овощи;19.6;2587.2
15.05.2011;Копеечка;Ковров;Апельсины;Фрукты;7.8;499.2
